p_val	avg_logFC	pct.1	pct.2	p_val_adj
Serpine1	2.87985103919987e-112	0.339647303309719	0.264	0.154	5.55350474399302e-108
Cxcl10	1.17491584103389e-101	-0.256322572639851	0.07	0.152	2.26570770784976e-97
Fos	7.39596878398214e-94	-0.224268765024341	0.661	0.754	1.42623862030312e-89
Ccrl2	3.00429170370416e-90	0.309038939404907	0.412	0.322	5.7934761214231e-86
Cd74	3.19797986990931e-87	-0.30812119967854	0.224	0.325	6.16698438113312e-83
Ccl3	2.22684961773809e-83	-0.266500008198402	0.505	0.609	4.29425680284614e-79
Hsph1	7.1878767942766e-83	-0.227330322122678	0.378	0.447	1.3861101610083e-78
Sox4	7.41564345291303e-65	0.226645287880407	0.516	0.418	1.43003268345975e-60
Dnajb1	1.5790848761925e-51	-0.207698916028169	0.389	0.465	3.04510727524961e-47
Hspb1	3.49718467729157e-43	-0.233524757780358	0.398	0.458	6.74397093168906e-39
Rgs1	8.19729732091445e-34	0.207896220695746	0.571	0.528	1.58076681536514e-29
Ptn	3.85110813908338e-30	-0.218664364868855	0.07	0.112	7.4264769354084e-26
S100a9	1.12792154599637e-07	0.25147897343848	0.244	0.214	0.0021750839092994
