,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002478,GO:0002478,antigen processing and presentation of exogenous peptide antigen,19/3174,24/14089,6.20316048102188e-09,3.05903717411238e-06,2.49936103342522e-06,H2-DMb1/Fcer1g/H2-K1/B2m/H2-Oa/Fcgr3/Ctse/Fcgr1/H2-DMa/Cd74/H2-Ab1/Clec4a2/Tap1/H2-Eb1/Unc93b1/Tap2/H2-Aa/H2-T23/Mfsd6,19
GO:0042110,GO:0042110,T cell activation,146/3174,422/14089,6.39854385381709e-09,3.05903717411238e-06,2.49936103342522e-06,Ccr6/Fcer1g/Pycard/Il7r/B2m/Lag3/Egr1/Pnp/H2-Oa/Lgals1/Cd300a/Sirpa/Ddost/Cebpb/H2-DMa/Nfkbid/Cd74/Apbb1ip/Hsph1/Aif1/Rps6/Hspd1/H2-Ab1/Sox4/Nfkbiz/Clec4a2/Il6ra/Havcr2/Hsp90aa1/Ada/Icosl/Itgam/Zfp36l2/Shb/Ccl2/Sdc4/Il6st/Kdelr1/Mafb/Jaml/Tgfbr2/Il1b/Tnfrsf21/Rpl22/Tcirg1/Hfe/Igf1/Bcl2a1d/Bcl2/Ccnd3/Jag2/Abl2/Rps3/Dhps/Tnfsf9/Fyn/Gimap1/Cd81/Zeb1/Nrarp/Rhoa/P2rx7/Slamf1/Foxp1/Ccl5/Relb/Smad3/Gpnmb/Adrm1/Irf1/Clptm1/Vsir/Efnb3/Il2rg/Ikzf1/Dock2/Coro1a/Ptpn6/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Prr7/Xcl1/Vcam1/Socs6/Slc11a1/H2-T23/Vav1/Prex1/Bcl10/Hes1/Peli1/Cxcl12/Myh9/Rhoh/Atg5/Cdkn2a/Csk/Chd7/Icam1/Mink1/Thy1/Efnb2/Msn/Arg2/Cd276/Pag1/Egr3/Gja1/Mapk8ip1/Bad/Itgav/Cd3g/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Sp3/Ctla2a/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/Ap3d1/Zbtb16/Prdx2/Gsn/Cd3d/Cd8a/Icos/Cd47/Casp3/Ncor1/Tgfb1/Igfbp2/Tbx21/Hs1bp3/Fgl2,146
GO:0050870,GO:0050870,positive regulation of T cell activation,72/3174,171/14089,7.44988199727288e-09,3.28769023218111e-06,2.68618012419888e-06,Pycard/Il7r/Pnp/Lgals1/Sirpa/H2-DMa/Nfkbid/Cd74/Hsph1/Aif1/Hspd1/H2-Ab1/Nfkbiz/Il6ra/Havcr2/Hsp90aa1/Ada/Icosl/Shb/Ccl2/Il6st/Tgfbr2/Il1b/Igf1/Rps3/Dhps/Tnfsf9/Cd81/Rhoa/Slamf1/Ccl5/Irf1/Vsir/Efnb3/Il2rg/Ikzf1/Coro1a/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Xcl1/Vcam1/H2-T23/Bcl10/Hes1/Thy1/Efnb2/Cd276/Egr3/Bad/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/Ap3d1/Zbtb16/Icos/Cd47/Tgfb1/Igfbp2,72
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,106/3174,284/14089,8.97445134368162e-09,3.67760195419296e-06,3.00475427318904e-06,Pycard/Il7r/Ets1/Lag3/Pnp/Lgals1/Cd300a/Sirpa/Cebpb/H2-DMa/Nfkbid/Cd74/Hsph1/Aif1/Hspd1/H2-Ab1/Nfkbiz/Gcnt1/Il6ra/Havcr2/Hsp90aa1/Ada/Icosl/Itgam/Shb/Ccl2/Sdc4/Il6st/Tgfbr2/Il1b/Tnfrsf21/Cx3cr1/Hfe/Igf1/Pecam1/Rps3/Dhps/Tnfsf9/Cd81/Nrarp/Rhoa/Slamf1/Ccl5/Gpnmb/Klf4/Irf1/Vsir/Efnb3/Il2rg/Ikzf1/Coro1a/Ptpn6/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Xcl1/Vcam1/Socs6/H2-T23/Bcl10/Hes1/Peli1/Cxcl12/Stk10/Cdkn2a/Icam1/Thy1/Efnb2/Msn/Arg2/Cd276/Pag1/Egr3/Bad/Nckap1l/Tnfrsf14/Itgb1/Prkcq/Zmiz1/Ifng/Itgb7/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/S100a9/Ap3d1/Nt5e/Zbtb16/Prdx2/Icos/Cd47/Casp3/Fermt3/Tgfb1/Akt1/Igfbp2/Tbx21/Fgl2,106
GO:0002250,GO:0002250,adaptive immune response,125/3174,352/14089,1.41486167101768e-08,5.41137427108563e-06,4.42131861125736e-06,Ccr6/C1qc/C1qb/Fcer1g/H2-K1/Pycard/Il7r/C1qa/Crlf2/B2m/Pnp/Ctsc/H2-Q7/Fcgr3/Kdm5d/Cd84/Hspa8/H2-Q6/Tnfrsf11a/Fcgr1/H2-DMa/Cd79b/Nfkbid/Cd74/Tfe3/Ighm/Tnfaip3/Ctsh/Hspd1/H2-Ab1/H2-D1/Nfkbiz/Mef2c/Clcf1/Clec4a2/Lat2/Il6ra/Havcr2/Ada/Icosl/Tnfrsf17/H60b/Gapt/Kdelr1/Rftn1/Tap1/Il1b/Tnfrsf21/Tcirg1/Hfe/Adgre1/Fyn/Unc93b1/Cd81/Tap2/Jam3/P2rx7/Slamf1/Relb/Pirb/C3/6030468B19Rik/Il33/Irf1/Vsir/Arid5a/Nectin2/Prkcb/C1qbp/H2-Q4/Ptpn6/Fam49b/Stx7/Cr1l/Myo1g/Prkcd/Prr7/Xcl1/Adcy7/Slc11a1/H2-T23/Sh2d1b1/C4b/C3ar1/Bcl10/H2-Q10/Serpina3g/Csk/Icam1/Trbc2/Trim27/Thoc1/Mad2l2/Arg2/H2-T24/Pag1/Mfsd6/Cd8b1/Cd3g/Tnfrsf14/Prkcq/Mcoln1/Ifng/H2-T22/Pou2f2/Tec/Il6/Spn/Dbnl/Malt1/Irf7/C1rb/Ercc1/Rnf19b/Masp2/Cd3d/Cd8a/Siglecg/Pkn1/Dclre1c/Cd79a/Tgfb1/Lyn/Tbx21/Fgl2,125
GO:0002548,GO:0002548,monocyte chemotaxis,26/3174,41/14089,2.29789935197109e-08,8.13992030633215e-06,6.65065459190978e-06,Ccl9/Ccl6/Pdgfb/Slamf8/Serpine1/Cxcl10/Lgmn/Pla2g7/Ccl3/Aif1/Ccl12/Ccl24/Rps19/Ccl4/Ccl2/Dusp1/Creb3/Nbl1/Ccl5/Flt1/Mospd2/Ptpro/Xcl1/Cxcl12/Ccl7/Lyn,26
GO:0060326,GO:0060326,cell chemotaxis,92/3174,241/14089,2.44312429807903e-08,8.13992030633215e-06,6.65065459190978e-06,Ccr6/Fcer1g/Ccl9/Ccl6/Pdgfb/C5ar2/Padi2/C5ar1/Fcgr3/Nrp1/Slamf8/Serpine1/Cxcl10/Lgmn/Csf1/Ccrl2/Cd74/Pla2g7/Ccl3/Aif1/Ccl12/Abcc1/Cmklr1/Ccl24/Itgam/Rps19/Hspb1/Ccl4/Ccl2/Bin2/Calr/Jaml/Il1b/Cx3cr1/Gas6/Ptn/Ccr5/Nr4a1/Dock4/Dusp1/Bst1/Itga9/Cxcl16/Epha2/Cklf/Jam3/Creb3/Nbl1/Slamf1/Ccl5/Flt1/Rac1/C1qbp/Arrb2/Spp1/Hgf/Pde4b/Coro1a/Mospd2/P2rx4/Ptpro/S1pr1/Camk1d/Prkcd/Tiam1/Xcl1/Vcam1/Mtus1/Slc12a2/Vav1/Prex1/C3ar1/Cxcl12/Csf3r/Cxcr3/Trpv4/Egr3/Ccl7/Trpm2/Mmp28/Cxcl2/Nckap1l/Prkcq/Ifng/Il17ra/Lpar1/Slc8b1/S100a9/Hmgb2/Eng/Lyn/Coro1b,92
GO:0050865,GO:0050865,regulation of cell activation,165/3174,499/14089,2.55392305236149e-08,8.13992030633215e-06,6.65065459190978e-06,Apoe/Fcer1g/Pycard/Il7r/C1qa/Crlf2/Lag3/Pnp/Tyrobp/Pdgfb/Ctsc/H2-Oa/C5ar1/Cst7/Cd84/Lgals1/Cd9/Cd300a/Sirpa/Slamf8/Cebpa/Cebpb/H2-DMa/Tspan32/Lamp1/Nfkbid/Cd74/Hsph1/Ighm/Aif1/Grn/Tnfaip3/Hspd1/Cd300lf/H2-Ab1/Nfkbiz/Mef2c/Clcf1/Lilra5/Plek/Il6ra/Havcr2/Axl/Hsp90aa1/Ada/Icosl/Itgam/Zfp36l2/Shb/Ccl2/Sdc4/Il6st/Tgfbr2/Il1b/Tnfrsf21/Serpine2/Hfe/Gas6/Igf1/Bcl2/Rps3/Dhps/Tnfsf9/Bst1/Cd81/Zeb1/Fes/Capn3/Mmp14/Gclc/Nrarp/Rhoa/Acta2/Slamf1/Ccl5/Gpnmb/Il33/Adrm1/Irf1/Clptm1/Vsir/Nectin2/Efnb3/Il2rg/Ubash3b/Ikzf1/Adrb2/Coro1a/Ptpn6/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Myo18a/Prkcd/Cd83/Adk/Bank1/Xcl1/Vcam1/Socs6/Trem2/Il15ra/H2-T23/Bcl10/Hes1/Peli1/Emilin1/Pld2/Stxbp2/Cdkn2a/Csk/Vamp8/Trbc2/Thoc1/Thy1/Efnb2/Mad2l2/Arg2/Cd276/Pag1/Egr3/Pibf1/Mapk8ip1/Bad/Adora3/Ptpre/Sox11/Nfam1/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Tec/Irs2/Ctla2a/Il6/Spn/Zfp609/Malt1/Adgrf5/Card11/Efnb1/Tlr4/Stx4a/Ap3d1/Zbtb16/Ikzf3/Prdx2/Gsn/Icos/Siglecg/Pkn1/Cd47/Casp3/Rps6ka1/Gal/Tgfb1/Lyn/Igfbp2/Tbx21/Fgl2,165
GO:0050867,GO:0050867,positive regulation of cell activation,109/3174,300/14089,2.99589655086565e-08,9.04603079595592e-06,7.39098467645692e-06,Fcer1g/Pycard/Il7r/C1qa/Crlf2/Pnp/Tyrobp/Pdgfb/Ctsc/Lgals1/Sirpa/Cebpa/H2-DMa/Lamp1/Nfkbid/Cd74/Hsph1/Ighm/Aif1/Hspd1/H2-Ab1/Nfkbiz/Mef2c/Clcf1/Lilra5/Plek/Il6ra/Havcr2/Axl/Hsp90aa1/Ada/Icosl/Itgam/Shb/Ccl2/Il6st/Tgfbr2/Il1b/Gas6/Igf1/Bcl2/Rps3/Dhps/Tnfsf9/Bst1/Cd81/Capn3/Mmp14/Rhoa/Acta2/Slamf1/Ccl5/Il33/Irf1/Vsir/Nectin2/Efnb3/Il2rg/Ikzf1/Coro1a/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Xcl1/Vcam1/Trem2/Il15ra/H2-T23/Bcl10/Hes1/Peli1/Pld2/Stxbp2/Vamp8/Trbc2/Thy1/Efnb2/Mad2l2/Cd276/Egr3/Bad/Adora3/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Irs2/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/Tlr4/Stx4a/Ap3d1/Zbtb16/Icos/Cd47/Rps6ka1/Tgfb1/Igfbp2/Tbx21,109
GO:0030595,GO:0030595,leukocyte chemotaxis,71/3174,176/14089,7.64297454687183e-08,2.19238724877018e-05,1.7912718766958e-05,Ccr6/Fcer1g/Ccl9/Ccl6/Pdgfb/C5ar2/Padi2/C5ar1/Fcgr3/Slamf8/Serpine1/Cxcl10/Lgmn/Csf1/Cd74/Pla2g7/Ccl3/Aif1/Ccl12/Cmklr1/Ccl24/Itgam/Rps19/Ccl4/Ccl2/Calr/Jaml/Il1b/Cx3cr1/Gas6/Ptn/Dusp1/Bst1/Itga9/Cxcl16/Cklf/Jam3/Creb3/Nbl1/Slamf1/Ccl5/Flt1/Rac1/C1qbp/Spp1/Pde4b/Coro1a/Mospd2/Ptpro/S1pr1/Camk1d/Xcl1/Mtus1/Slc12a2/Vav1/Prex1/C3ar1/Cxcl12/Csf3r/Cxcr3/Trpv4/Ccl7/Trpm2/Mmp28/Cxcl2/Nckap1l/Ifng/Il17ra/Slc8b1/S100a9/Lyn,71
GO:1903039,GO:1903039,positive regulation of leukocyte cell-cell adhesion,74/3174,186/14089,8.04433754744546e-08,2.19763640522355e-05,1.79556065658018e-05,Pycard/Il7r/Ets1/Pnp/Lgals1/Sirpa/H2-DMa/Nfkbid/Cd74/Hsph1/Aif1/Hspd1/H2-Ab1/Nfkbiz/Il6ra/Havcr2/Hsp90aa1/Ada/Icosl/Shb/Ccl2/Il6st/Tgfbr2/Il1b/Igf1/Rps3/Dhps/Tnfsf9/Cd81/Rhoa/Slamf1/Ccl5/Irf1/Vsir/Efnb3/Il2rg/Ikzf1/Coro1a/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Xcl1/Vcam1/H2-T23/Bcl10/Hes1/Icam1/Thy1/Efnb2/Cd276/Egr3/Bad/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/Ap3d1/Zbtb16/Icos/Cd47/Tgfb1/Igfbp2,74
GO:1903037,GO:1903037,regulation of leukocyte cell-cell adhesion,95/3174,257/14089,8.95649789739205e-08,2.33561038351537e-05,1.90829115488454e-05,Pycard/Il7r/Ets1/Lag3/Pnp/Lgals1/Cd300a/Sirpa/Cebpb/H2-DMa/Nfkbid/Cd74/Hsph1/Aif1/Hspd1/H2-Ab1/Nfkbiz/Il6ra/Havcr2/Hsp90aa1/Ada/Icosl/Shb/Ccl2/Sdc4/Il6st/Tgfbr2/Il1b/Tnfrsf21/Hfe/Igf1/Rps3/Dhps/Tnfsf9/Cd81/Nrarp/Rhoa/Slamf1/Ccl5/Gpnmb/Klf4/Irf1/Vsir/Efnb3/Il2rg/Ikzf1/Coro1a/Ptpn6/Ccdc88b/Itpkb/Fam49b/Runx1/Itgal/H2-Aa/Cd83/Adk/Xcl1/Vcam1/Socs6/H2-T23/Bcl10/Hes1/Peli1/Cxcl12/Cdkn2a/Icam1/Thy1/Efnb2/Arg2/Cd276/Pag1/Egr3/Bad/Nckap1l/Tnfrsf14/Prkcq/Zmiz1/Ifng/Il6/Spn/Zfp609/Malt1/Card11/Efnb1/Ap3d1/Zbtb16/Prdx2/Icos/Cd47/Casp3/Tgfb1/Akt1/Igfbp2/Tbx21/Fgl2,95
GO:0006935,GO:0006935,chemotaxis,149/3174,450/14089,1.10930830992266e-07,2.76700077131579e-05,2.26075510484467e-05,Ccr6/Fcer1g/Ccl9/Tubb2b/Ccl6/Pdgfb/Rtn4rl1/C5ar2/Padi2/C5ar1/Fcgr3/Nrp1/Ecscr/Cyfip1/Slamf8/Serpine1/Scn1b/Cxcl10/Cmtm8/Lgmn/Csf1/Ccrl2/Cd74/Pla2g7/Ccl3/Aif1/Bsg/Dpysl2/Smo/Ccl12/Abcc1/Cmklr1/Rpl24/Tgfb2/Ccl24/Itgam/Rps19/Hspb1/Ccl4/Ccl2/Bin2/Calr/Cmtm7/Jaml/Il1b/Cx3cr1/Egr2/Gas6/Lrp1/Ptn/Ccr5/Ncam1/Nr4a1/Cmtm5/Dock4/Cysltr1/Dusp1/Bst1/Itgb3/Itga9/Fes/Cxcl16/Epha2/Nrp2/Cklf/Csf1r/Jam3/Creb3/Rhoa/Nbl1/Slamf1/Foxp1/Ablim1/Ccl5/Smad3/Cntn2/Flt1/Rac1/Efnb3/C1qbp/Arrb2/Spp1/Dock2/Hgf/Pde4b/Coro1a/Mospd2/P2rx4/Ptpro/S1pr1/Dscaml1/Camk1d/Ptprm/Prkcd/Flot1/Tiam1/Xcl1/Vcam1/Mtus1/Slc12a2/Trem2/Vav1/Prex1/Lsp1/Smad4/C3ar1/Etv4/Cxcl12/Plxnb2/St6gal1/Csf3r/Vasp/Apbb2/Nptn/Efnb2/B4gat1/Plxnd1/Cxcr3/Trpv4/Egr3/Ccl7/Pik3cg/Nfasc/Trpm2/Mmp28/Itgav/Cxcl2/Nckap1l/Prkcq/Ifng/Fn1/Ptch1/Il17ra/Lpar1/Unc5b/Efnb1/Slc8b1/S100a9/Stx4a/Dvl1/Mycbp2/Etv1/Hmgb2/Eng/Bmpr2/Tgfb1/Lyn/Coro1b/Kif3a,149
