	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Dnajb1	1.02567202327414e-129	-0.32977605753754	0.337	0.465	1.97790592968186e-125
Oser1	3.93016064562607e-129	0.129705549919876	0.242	0.13	7.57892178902532e-125
Pdgfb	1.77266578455011e-128	-0.214527824677017	0.314	0.432	3.41840869892642e-124
Gm10260	4.22288230271119e-125	0.0391332923315068	0.039	0.001	8.14340623254826e-121
Upk1b	8.64673233929349e-119	-0.0776545841427555	0.027	0.096	1.66743586430936e-114
Fcer1g	4.84917383850117e-118	-0.139102962837064	0.968	0.971	9.35114683016565e-114
Hspb1	2.32363664174881e-117	-0.34782475462831	0.32	0.458	4.4809008999484e-113
Serinc3	7.59948543671443e-116	-0.142879281129144	0.913	0.934	1.46548477161601e-111
Mxra8	1.23799628573717e-114	0.0573503211911672	0.074	0.016	2.38735203741556e-110
Nfkbia	1.94278467945593e-111	-0.279123161209327	0.453	0.549	3.74646597586281e-107
Ddit4	6.18928007802274e-111	0.101945873264954	0.139	0.055	1.19354077024591e-106
Crlf2	7.98735052398024e-111	-0.118319713734544	0.127	0.236	1.54028067504435e-106
Btg2	4.70500813455897e-110	-0.227813136215659	0.635	0.73	9.07313768668352e-106
Sdf2l1	4.42659325201161e-109	0.146075914316567	0.413	0.291	8.53624242717918e-105
Olfml3	8.83327319416583e-108	-0.16112032064254	0.935	0.944	1.70340840276294e-103
Phf20	9.42889952527911e-106	0.100170282636829	0.206	0.108	1.81826898445482e-101
Arhgap31	8.82325562429489e-105	-0.103841215559669	0.106	0.204	1.70147661458903e-100
Tcn2	1.3110059335968e-104	0.1490915898907	0.663	0.549	2.52814384234806e-100
Tnfaip3	1.76707101381109e-104	-0.135936364037836	0.123	0.222	3.4076197430333e-100
Ccl4	3.18461932181416e-101	-0.277294968432657	0.613	0.718	6.14121990018643e-97
H2-Q6	3.9591103378844e-100	-0.0706447455934401	0.033	0.099	7.63474837557628e-96
Pld3	4.05301208055699e-100	0.138262176536546	0.395	0.282	7.8158284961461e-96
Man2b1	1.25696733040949e-98	0.154790631599476	0.822	0.729	2.42393579996165e-94
Hsp90b1	4.66711596709067e-98	0.148918512945276	0.804	0.704	9.00006643093766e-94
Pigt	2.14777486301076e-97	0.0992330795900445	0.238	0.136	4.14176904582995e-93
Axl	5.84373119467959e-97	0.119615130533869	0.208	0.112	1.12690512358201e-92
Tpp1	1.53026379706317e-96	0.128140276872207	0.493	0.37	2.95096070625662e-92
Gnas	1.72657517076478e-96	-0.15386012190401	0.661	0.733	3.32952755930281e-92
H2-Q7	8.58747100626178e-96	-0.0963247454579951	0.06	0.139	1.65600790884752e-91
Calr	1.01787973706359e-95	0.163035713244893	0.902	0.848	1.96287928495342e-91
Angptl7	1.34848621011557e-95	0.0479879795491714	0.06	0.012	2.60042080758687e-91
Rps29	5.06124038114423e-95	0.124054696261157	0.978	0.953	9.76009595099853e-91
Ltc4s	1.83134903780517e-94	-0.171672611273783	0.529	0.634	3.5315734845035e-90
Ccnl1	6.48558987210136e-94	-0.17337208198597	0.412	0.505	1.25068115093603e-89
Plxdc2	2.5926040948109e-93	-0.14860795735106	0.639	0.708	4.99957773643333e-89
Smap2	1.00396815152368e-92	-0.146730194803556	0.535	0.623	1.93605218339827e-88
Rgs10	1.35348071237922e-92	-0.13282525183562	0.876	0.898	2.61005220575209e-88
Plek	2.81312781049556e-90	-0.157599294512715	0.383	0.479	5.42483566975965e-86
Pmepa1	1.93873643332111e-89	0.199067911287133	0.747	0.681	3.73865933801643e-85
Ier5	5.85149972865118e-89	-0.164203311421894	0.607	0.712	1.12840320767309e-84
Junb	4.35674160510998e-88	-0.147532378567539	0.655	0.761	8.40154051129409e-84
Gm10093	4.72190507704994e-86	0.0258162900372916	0.027	0.001	9.10572175058311e-82
Gm47283	1.72958170449884e-85	0.080186979146807	0.152	0.075	3.33532535895557e-81
Ccdc80	2.15774084105419e-85	0.0383462671321246	0.045	0.007	4.1609874378889e-81
Lgals1	1.89861126227939e-84	0.0708724796133843	0.119	0.052	3.66128195817958e-80
Olfr1033	4.0763865142093e-84	0.0275707149819488	0.028	0.001	7.86090375400121e-80
Fyb	5.51273611970927e-84	0.13759514942962	0.646	0.543	1.06307603332473e-79
Slc11a1	3.92382830650533e-83	0.121645748023427	0.429	0.319	7.56671050626487e-79
Hspe1	6.06567585451309e-83	-0.23411530379784	0.562	0.598	1.1697049317843e-78
Rps28	7.05533337283657e-83	0.129432494423487	0.855	0.767	1.3605504876178e-78
Cd14	1.53335574882463e-82	0.164166071370981	0.634	0.53	2.95692322603341e-78
Tc2n	2.15018543733064e-82	-0.0617468944860275	0.017	0.064	4.14641759734841e-78
Zfand5	2.16504491973388e-82	-0.160701072253155	0.44	0.542	4.17507262321481e-78
Tnfrsf11a	1.13604242445046e-81	0.084595519872995	0.193	0.107	2.19074421131027e-77
Rtf2	5.33198619114147e-81	0.0971817968194871	0.277	0.178	1.02822021709972e-76
Hexa	4.13006957459313e-80	0.128299771889614	0.906	0.846	7.96442616764539e-76
Ddost	3.58262123671713e-79	0.116950811726944	0.494	0.387	6.90872679288532e-75
Ttr	2.58306381162112e-78	0.146129033275862	0.935	0.877	4.98118025433017e-74
Kdm6b	5.2974975898666e-78	-0.110885535448997	0.119	0.199	1.02156943522987e-73
Pnp	1.16140436913112e-76	0.135700942213954	0.614	0.524	2.23965218543245e-72
Pid1	1.28154325772938e-76	0.106894965467062	0.344	0.24	2.47132801820533e-72
Rpl10a	1.37619484724869e-76	0.131454986051688	0.881	0.81	2.65385414343437e-72
Rel	3.59491816402649e-76	-0.128268232379591	0.212	0.303	6.93244018750867e-72
Cybb	2.06617673128624e-75	0.0915126172600973	0.133	0.063	3.98441520861239e-71
Glmp	2.16818398261541e-75	0.111209835426749	0.442	0.335	4.18112599207555e-71
mt-Nd1	1.75728754638177e-74	0.147763337991901	0.952	0.932	3.3887533044426e-70
Rtcb	1.04732355325462e-73	0.105407487073034	0.336	0.238	2.01965874009621e-69
Csf1	1.07975329988791e-73	-0.162764231832731	0.164	0.254	2.08219626350385e-69
Cyba	1.4949884048231e-73	0.109068949494679	0.937	0.888	2.88293563986086e-69
Ssh2	1.4960004012259e-73	0.125856509346839	0.655	0.555	2.88488717372402e-69
Rgs2	7.77673610253764e-73	-0.185817450784785	0.636	0.708	1.49966579001336e-68
P2ry12	8.44722624369063e-73	-0.121692194132014	0.889	0.929	1.6289631088333e-68
Alad	1.27214721497658e-72	0.0521333059760783	0.083	0.03	2.45320868936084e-68
Ifngr1	4.65456618081571e-72	0.126963244364409	0.709	0.618	8.97586542308502e-68
Ang	4.77495229064458e-72	-0.109643867999129	0.274	0.369	9.208017997279e-68
Btg1	7.04176925235383e-72	-0.154687253179422	0.535	0.61	1.35793478262391e-67
Sall3	5.41849587372975e-71	-0.0991913068499712	0.14	0.229	1.04490274429005e-66
Rpsa	3.35468200272025e-69	0.102456389254841	0.915	0.853	6.46916877404573e-65
Fam46a	4.05655022911529e-69	0.137630540977577	0.398	0.294	7.82265146182592e-65
Rps8	7.35776657809298e-69	0.107661257911788	0.963	0.931	1.41887170691945e-64
Ybx1	1.09290666850071e-68	0.115086539400175	0.578	0.482	2.10756121953676e-64
Rps14	5.24963643489661e-68	-0.123156993871085	0.958	0.959	1.01233989010546e-63
Ppt1	6.15939459724437e-68	0.107392619312401	0.491	0.389	1.1877776541326e-63
Atp1b3	8.78649112893695e-68	0.100687796815337	0.37	0.272	1.6943869493042e-63
Cd300a	4.27123589203703e-67	0.101420417599531	0.368	0.271	8.23665129420422e-63
Cmtm8	1.03501166374911e-66	0.0709804515543508	0.16	0.088	1.99591649237379e-62
P2ry13	2.35778838426789e-66	-0.131364003957001	0.559	0.644	4.54675912022221e-62
E230001N04Rik	3.21206681658699e-65	0.0529877907967421	0.08	0.031	6.19414964910635e-61
Nfkbid	5.86450499167208e-65	-0.0876530830919409	0.079	0.146	1.13091114259404e-60
Padi2	4.09308259570942e-64	-0.0486921333994665	0.029	0.077	7.89310047756605e-60
Ifnar2	7.61341878308899e-63	0.0976830810264036	0.392	0.296	1.46817167813088e-58
Vps13c	3.68010170598741e-62	0.0648836387212147	0.139	0.075	7.09670812982612e-58
Spint1	3.97526893869209e-62	-0.0762963433061528	0.115	0.187	7.66590862137382e-58
Ctsh	1.8027530123982e-61	0.106954276847894	0.867	0.797	3.47642890910868e-57
Itgam	2.35336251987305e-61	-0.111643262649103	0.372	0.457	4.53822428332319e-57
Ets1	2.95318516511603e-61	-0.0734341561071055	0.104	0.177	5.69492227240976e-57
Pnrc1	7.12592372752008e-60	-0.128199777457152	0.393	0.471	1.37416313161497e-55
Cryzl2	7.26889426224988e-60	-0.0336145478711826	0.011	0.045	1.40173356953227e-55
Marcks	8.97851948983224e-60	-0.101608153355879	0.913	0.93	1.73141769841925e-55
Rps5	1.24157749622046e-59	0.102053297682482	0.91	0.853	2.39425804371153e-55
Rasgef1b	1.3021619082853e-59	-0.0953461904876835	0.125	0.199	2.51108902393736e-55
Ier2	5.37000266152175e-59	-0.134573076562349	0.303	0.402	1.03555131324785e-54
Fcgr1	7.58846742140633e-59	0.11340482192816	0.622	0.541	1.463360057544e-54
Leprot	1.01802875608012e-58	0.0894562286128726	0.339	0.248	1.96316665322491e-54
Rps11	1.25140301107095e-58	0.09964403698396	0.966	0.938	2.41320556654922e-54
Slc25a25	2.4537950908284e-58	-0.0801055260957169	0.108	0.175	4.73189845315349e-54
Ifrd1	5.01897513716069e-58	-0.135832303040951	0.235	0.323	9.67859165450067e-54
Mcl1	1.30387365263686e-57	-0.145526685874047	0.455	0.522	2.51438995174491e-53
Trem2	2.05981102940984e-57	-0.100235227900189	0.984	0.985	3.97213958911394e-53
Fam167b	2.15634952558036e-57	0.0683787784817125	0.16	0.094	4.15830442512916e-53
Fblim1	3.58546278848775e-57	-0.0368841894575703	0.015	0.05	6.91420644131978e-53
Asah1	4.36299738340467e-57	0.0987401502030483	0.54	0.446	8.41360415415757e-53
Hspa1a	9.45096958569725e-57	-0.107882050191944	0.841	0.903	1.82252497490586e-52
mt-Nd4	2.11384597737196e-56	0.134903805011417	0.94	0.918	4.07634058276408e-52
Npm1	3.14316840778246e-56	0.105015273684052	0.582	0.49	6.06128595756769e-52
Clip1	1.58364524420469e-55	-0.0928356262419551	0.224	0.302	3.05390148892433e-51
Creg1	1.74359463122282e-55	0.109580878480266	0.632	0.554	3.36234788685008e-51
Sgk1	3.52303466710223e-55	-0.162108420718826	0.573	0.614	6.79382005203993e-51
Cltc	4.97663695491454e-55	-0.11010612038081	0.408	0.483	9.59694670385721e-51
Elovl1	5.83273841232811e-55	0.0827623740211099	0.296	0.213	1.12478527543335e-50
Isyna1	1.29586016947974e-54	0.0795919604234101	0.234	0.159	2.49893675082473e-50
Hmox1	1.82909635133323e-54	-0.199404256876089	0.337	0.414	3.527229403911e-50
Lrpap1	2.17830174463202e-54	0.0933956934747323	0.396	0.307	4.20063708434838e-50
Sla	6.02859564643573e-53	0.0844396542488884	0.292	0.213	1.16255438445867e-48
Atp6ap1	1.13874986301804e-52	0.0943525858778079	0.503	0.413	2.19596523584398e-48
mt-Nd3	1.27362946435846e-52	0.121459548561316	0.754	0.68	2.45606705906886e-48
Rpl15	1.63908290630646e-52	0.0844522531190088	0.851	0.777	3.16080747652137e-48
Lrba	2.14748651982886e-52	-0.087366083641596	0.185	0.263	4.14121300483797e-48
Ppib	2.80903236622487e-52	0.0940051575445161	0.709	0.622	5.41693801502803e-48
Cd79b	2.97818230553891e-52	-0.0632100428616122	0.065	0.121	5.74312675800124e-48
Rpl9	6.84958509269427e-52	0.0859165586481958	0.828	0.751	1.32087398927516e-47
Rpl8	1.04262450996392e-51	0.0761471735317003	0.91	0.851	2.01059710501442e-47
Manf	1.1248902531688e-51	0.104674568166213	0.463	0.385	2.16923836421072e-47
Tspan4	2.00059993155709e-51	-0.0794478324069829	0.182	0.259	3.8579569080147e-47
Cxcl10	5.4695567794842e-51	-0.128913955220239	0.09	0.152	1.05474932935573e-46
Tmem55b	6.05370977924028e-51	0.0860601103724727	0.342	0.258	1.1673973938287e-46
Sec11a	9.31368596577541e-51	0.0800718660805704	0.333	0.247	1.79605120164013e-46
Wdfy1	1.22247180400009e-50	0.0641138864458721	0.177	0.11	2.35741462683378e-46
Eef1b2	1.47579772445407e-50	0.0923230321662658	0.75	0.665	2.84592833183722e-46
Rps27	1.72291984922123e-50	0.0860371891355667	0.814	0.735	3.32247863723822e-46
Rpl23	2.30592950884819e-50	0.0846352531036432	0.973	0.948	4.44675446486284e-46
Borcs8	3.29514682803265e-50	0.0424821844574977	0.075	0.032	6.35436114317817e-46
Ptn	6.77519316226767e-50	-0.27918636224436	0.061	0.112	1.3065282494117e-45
B3glct	1.02586186961703e-49	0.0391347620487185	0.064	0.026	1.97827202936948e-45
Hsd17b12	1.28546895310799e-49	0.0722655289252284	0.234	0.16	2.47889832917345e-45
Hpgds	2.07599070987951e-49	-0.11253031112554	0.576	0.634	4.00334048493164e-45
Eef2	2.21346560253074e-49	0.0893886777484066	0.784	0.704	4.26844706792028e-45
Rpl6	2.74583132399607e-49	0.0847344767698892	0.905	0.85	5.29506112519403e-45
Rpl13	6.48548981051944e-49	0.0784563068306008	0.986	0.972	1.25066185506057e-44
Csf2ra	7.99859908382489e-49	0.0829511911918477	0.267	0.194	1.54244984732479e-44
Bin2	1.07356152958022e-48	-0.0984888448160767	0.401	0.476	2.07025605364249e-44
Os9	1.12895658293534e-48	0.0885463029977752	0.419	0.336	2.17707987453252e-44
Ckb	1.28665449171973e-48	-0.100558731394181	0.774	0.801	2.48118452183234e-44
Gp9	2.00250109827985e-48	-0.0574552987577276	0.072	0.127	3.86162311792286e-44
Actg1	2.74359603526266e-48	-0.10589985340324	0.862	0.873	5.29075059440051e-44
Ccnt2	3.71227344782602e-48	0.0676733929595594	0.201	0.132	7.1587481167877e-44
Rpl32	5.53837270641029e-48	0.0937352792537822	0.944	0.907	1.06801979270416e-43
Aif1	5.72527602244681e-48	-0.0843212518048857	0.772	0.775	1.10406222816864e-43
Zfp69	1.41844510390323e-47	0.0403970123239698	0.067	0.028	2.735329538367e-43
Gdi2	1.42159902803026e-47	0.0884111511469831	0.72	0.637	2.74141156565354e-43
Ddx5	1.78284831982228e-47	-0.0841452572551147	0.816	0.823	3.43804469994528e-43
Hba-a1	3.46330023132033e-47	-0.197596121213911	0.549	0.487	6.67862816607813e-43
Mib2	3.5284756675995e-47	-0.0442910828599795	0.041	0.086	6.80431247739887e-43
Jmjd1c	3.55601691549928e-47	-0.10787440663519	0.452	0.512	6.8574230198488e-43
Gnpda1	4.12176416071806e-47	0.0580959966587626	0.147	0.089	7.94841000752871e-43
Ccl2	7.10714722809267e-47	-0.139323708062427	0.071	0.125	1.37054227146539e-42
Rnaset2a	7.39649092729151e-47	0.0672421388292111	0.208	0.139	1.42633931041889e-42
Pebp1	7.62999326109959e-47	0.0845583210534334	0.446	0.358	1.47136790047044e-42
Cct4	8.07898820135303e-47	0.0776007904440154	0.31	0.232	1.55795208474892e-42
Ptgs1	8.22849343453807e-47	-0.107154479754489	0.611	0.671	1.58678267391632e-42
Rps7	1.07932790091174e-46	0.0877113605582361	0.757	0.677	2.08137592411821e-42
Ankrd61	1.22940541348838e-46	0.0137637606853369	0.014	0	2.37078539937099e-42
Ergic3	1.43157201459034e-46	0.085501323650542	0.489	0.402	2.76064347293602e-42
Dbp	2.22599627260359e-46	-0.0442449873105299	0.03	0.069	4.29261121208875e-42
Neurl1a	3.33528181058479e-46	0.04613926127429	0.093	0.047	6.4317574435317e-42
Lpcat2	4.80998214524822e-46	-0.0971071570201122	0.765	0.796	9.27556956889666e-42
Bag3	8.60751050967833e-46	-0.136042703907994	0.153	0.215	1.65987232668637e-41
Aldoa	9.05390198082177e-46	0.0953192855597032	0.513	0.431	1.74595445798167e-41
Rpn2	1.03275011958801e-45	0.0885885319434773	0.527	0.442	1.99155533061351e-41
Per1	1.55137705696454e-45	-0.0692720411278585	0.111	0.17	2.99167551665042e-41
Arrdc3	1.78978189652605e-45	-0.0544642399102813	0.06	0.109	3.45141540926084e-41
Herpud1	2.12125839459675e-45	-0.121524273772856	0.362	0.419	4.09063468814038e-41
Dnaja1	3.40986346523903e-45	-0.166799581048076	0.53	0.556	6.57558070636695e-41
Ssbp2	8.55003516180498e-45	0.0636657878041292	0.192	0.127	1.64878878060247e-40
Glb1	1.05094841409286e-44	0.0703403862625887	0.229	0.16	2.02664892173668e-40
Srsf5	1.27472445298142e-44	-0.0955590899824755	0.372	0.445	2.45817863512937e-40
Tpm3	1.89917347729481e-44	-0.0885540532115369	0.38	0.449	3.6623661336153e-40
Rpl28	3.06374990680829e-44	0.0798538803295101	0.927	0.882	5.9081353202891e-40
Ank	4.16837252808525e-44	0.0638668679789799	0.125	0.074	8.03828958315959e-40
P4hb	1.15913388720856e-43	0.0855498045451063	0.459	0.375	2.235273788093e-39
Hba-a2	1.70412444553729e-43	-0.160056689040546	0.496	0.441	3.28623358077412e-39
Rpl35	2.20574979086793e-43	0.080205842065168	0.356	0.277	4.25356789670971e-39
Vdac2	4.7882603243257e-43	0.0860039498939382	0.548	0.468	9.23368120942968e-39
Plod3	1.8729833530621e-42	0.0758310676539107	0.336	0.259	3.61186109804495e-38
Prdx4	3.5473171878833e-42	0.065986333357396	0.227	0.158	6.84064646511416e-38
Pdia4	4.97504482812064e-42	0.068035245050674	0.227	0.161	9.59387644654784e-38
Fcgr2b	6.23882527015601e-42	0.0847210112556514	0.385	0.309	1.20309506509688e-37
Cd180	6.48224628016947e-42	-0.0870954832185328	0.264	0.338	1.25003637266788e-37
Bsg	9.97333939907199e-42	0.0497592063802332	0.769	0.691	1.92325876971704e-37
Rpl41	1.1123068578774e-41	0.0872950354239461	0.923	0.881	2.14497254473078e-37
Rai14	1.23018953216755e-41	0.03688586130962	0.061	0.026	2.37229749383191e-37
Siglecf	1.23423085602022e-41	0.045354469515626	0.085	0.044	2.38009078274939e-37
Pla2g15	1.28160622169373e-41	0.0851721413155526	0.512	0.432	2.47144943791419e-37
Itgax	1.47004684574357e-41	0.0575678440525864	0.096	0.051	2.83483833733191e-37
Gpr84	2.24033553358525e-41	-0.0822604541197562	0.187	0.258	4.32026304296579e-37
Vps18	2.35226959842474e-41	-0.0787733616099937	0.176	0.236	4.53611669360226e-37
Rps12	4.02251205964511e-41	0.0816195055008018	0.928	0.887	7.75701225581963e-37
Coro2a	4.85897614661359e-41	-0.0220982947219139	0.007	0.029	9.37004960112964e-37
Plbd2	6.30025892548982e-41	0.0701314780735325	0.265	0.197	1.21494193119146e-36
Pon3	7.98010687441744e-41	0.0663449247215085	0.223	0.159	1.53888380966266e-36
Rftn1	8.99137318178906e-41	0.0396124296105444	0.075	0.036	1.7338964043762e-36
Ly6a	9.19034914762504e-41	-0.075438414377364	0.037	0.076	1.77226692962801e-36
Lgmn	9.95359678645972e-41	0.0665050915031911	0.997	0.996	1.91945160430089e-36
Rack1	1.07133380878291e-40	0.0760315778785523	0.857	0.794	2.06596011685697e-36
Rps19	1.16869874927556e-40	0.0607620890539333	0.922	0.872	2.25371866810298e-36
Ccr5	1.29432483779783e-40	0.0901730168966637	0.45	0.373	2.49597601720933e-36
Nceh1	1.36187979813967e-40	0.0533742057490383	0.12	0.071	2.62624900273254e-36
Dcakd	1.38180007263338e-40	0.0556494140737364	0.151	0.098	2.66466326006621e-36
Pea15a	1.41373399841651e-40	0.0725487779468592	0.28	0.209	2.72624464254641e-36
Lipa	1.44298444144199e-40	0.0777602590972136	0.301	0.233	2.78265119687673e-36
Bcl2a1b	2.20560289251345e-40	-0.0940511180648459	0.23	0.291	4.25328461792293e-36
Rpl17	2.28677761990989e-40	0.0753878453532875	0.9	0.846	4.40982196223423e-36
