	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Rps6	5.2300530116383e-184	0.210975426415126	0.804	0.777	1.00856342276433e-179
Eva1a	5.96771927259522e-184	-0.120414953253025	0.028	0.149	1.15081498452726e-179
Rnaset2a	1.82664535015556e-182	-0.172589153113106	0.131	0.304	3.52250289323998e-178
Rps25	1.15065046737751e-181	0.201189895099216	0.861	0.85	2.21891436129078e-177
Qsox1	3.46142545439287e-181	-0.150206349153077	0.074	0.223	6.67501284625122e-177
Gm42031	1.49297321159733e-177	0.0702677463194504	0.06	0.001	2.87904954124428e-173
Sfi1	8.86024990043872e-175	-0.118259263787744	0.029	0.145	1.7086105908006e-170
Rps4x	1.55048679787686e-174	0.2248388137657	0.974	0.962	2.98995874102574e-170
S100a9	2.54427497798929e-174	-0.679245126658726	0.089	0.244	4.90637986755454e-170
Adgrg1	2.16429661084411e-173	-0.203910887370105	0.333	0.536	4.17362958435179e-169
Cacna1a	5.33782585538843e-172	-0.157491635964496	0.084	0.235	1.02934633795311e-167
Ifi204	4.74532521083957e-171	0.0936551535749636	0.093	0.011	9.15088513658302e-167
Eif2s3y	9.89793715126872e-171	-0.0979179927349781	0.016	0.115	1.90871820025066e-166
Ccl3	1.79863470726141e-170	0.518625966373667	0.634	0.505	3.46848716948291e-166
Rpl28	2.41319502132979e-166	0.205394733166624	0.913	0.896	4.65360527913237e-162
Rps5	4.33392060215379e-166	0.221493554155123	0.92	0.895	8.35753248919338e-162
Rpl13	9.5146158312797e-166	0.219626271772425	0.99	0.983	1.83479851690398e-161
Rpl37	7.93419328824884e-164	0.209386537888932	0.936	0.929	1.53002983370591e-159
Capg	1.22611109516762e-162	0.147680987306297	0.193	0.066	2.36443263592123e-158
Rpl10a	6.37232388627722e-162	0.202871160450905	0.878	0.865	1.2288389382297e-157
H2-Q7	1.90018231490283e-160	0.14621577365184	0.161	0.049	3.66431157605861e-156
Tgfbr1	2.68992728139542e-160	-0.197273819380851	0.601	0.78	5.18725576944293e-156
Fam105a	9.36197842114664e-160	-0.191704519350995	0.383	0.577	1.80536391873392e-155
Rpl38	3.28407844590745e-158	0.18591999395252	0.78	0.772	6.33301687508793e-154
Sft2d1	2.02800787739603e-157	0.129491020075958	0.186	0.063	3.91081039077051e-153
Erp29	1.65030827237904e-156	-0.18721274005065	0.621	0.791	3.18245447245574e-152
Rpl15	3.84598501846264e-156	0.185049143725111	0.831	0.819	7.41659750960336e-152
Sox4	2.46650648070565e-155	-0.336839496455864	0.324	0.516	4.75641109739277e-151
Rpl6	1.36814788369725e-154	0.201470400878525	0.903	0.888	2.63833637892177e-150
Trim30d	2.68045441600715e-152	0.0712241092186636	0.075	0.006	5.16898829582818e-148
Rpl34	2.98597256613595e-150	0.207541504501942	0.947	0.933	5.75814949653656e-146
Rps8	1.56643409900752e-149	0.204367681618725	0.971	0.958	3.0207115165261e-145
Syngr2	9.71136423414944e-149	0.184550637080341	0.479	0.349	1.87273947891338e-144
Tom1l1	1.94992120518439e-148	-0.107192542410719	0.035	0.143	3.76022805207757e-144
Cd84	1.77745963407818e-146	0.190950231097403	0.376	0.223	3.42765315835636e-142
Rtf2	4.53592023651644e-146	-0.157467109693793	0.161	0.321	8.7470685840983e-142
Eef1a1	4.49595587624858e-144	0.204388121013132	0.995	0.995	8.67000131175776e-140
Phyh	2.70143128549538e-142	-0.124749687149679	0.068	0.193	5.20944009094929e-138
Fam46a	8.58587653866812e-142	-0.236497818336538	0.309	0.489	1.65570043171676e-137
Fcgr1	9.0558488022207e-142	-0.17695546646002	0.476	0.66	1.74632988302024e-137
Pianp	2.21310403086312e-140	-0.0929841930364125	0.021	0.114	4.26774981311644e-136
Angptl7	2.26852023604065e-139	-0.079244847397324	0.012	0.091	4.37461442318079e-135
Rps3a1	5.1120164524512e-137	0.195255254412191	0.956	0.937	9.85801252690689e-133
Ier3	2.54576866220921e-136	0.366176981174536	0.382	0.237	4.90926028820423e-132
Cd82	2.11293427487952e-135	-0.165338646910589	0.235	0.402	4.07458245567767e-131
Gm26740	4.55534655014939e-134	0.059748857634391	0.063	0.005	8.78453028730808e-130
Gcn1l1	1.18012231999629e-132	-0.151249907625946	0.137	0.284	2.27574788188085e-128
Rpl9	7.50591390914756e-131	0.146502085385253	0.808	0.819	1.44744043824002e-126
Rpl8	1.10219993747891e-130	0.172786741695662	0.897	0.89	2.12548235943433e-126
Nrip1	1.25639806581406e-129	-0.174851466497958	0.398	0.576	2.42283803011583e-125
Pttg1	2.01733379113758e-129	0.0870608526690175	0.116	0.028	3.89022648282972e-125
Rpl5	2.6433019185914e-129	0.16348453727282	0.839	0.828	5.09734341981166e-125
Plod1	8.297325794721e-128	-0.158659655776898	0.228	0.391	1.600056306254e-123
H3f3b	1.24090153287168e-125	0.297358371550016	0.915	0.886	2.39295451598976e-121
Rps26	5.19173906917603e-124	0.169809150172674	0.775	0.757	1.00117496209991e-119
Rpl41	6.96991035615857e-124	0.183580135687459	0.928	0.923	1.34407751308162e-119
Lgmn	2.20157104998394e-123	-0.131292265199925	0.995	0.998	4.24550961278903e-119
Gnas	1.35832997791482e-122	0.188911585458377	0.664	0.653	2.61940352941093e-118
H2-Q6	1.51392012629078e-122	0.093900578306802	0.114	0.03	2.91944357153913e-118
Tsix	6.36584143524554e-122	0.0502094772800447	0.051	0.003	1.22758886237275e-117
Pycard	8.90778954378154e-122	0.17468112796713	0.427	0.305	1.71777813562283e-117
Ccl6	8.35603549362954e-121	0.190701674282331	0.256	0.137	1.61137788459152e-116
Ms4a6d	6.32825218553632e-120	-0.156990992521836	0.235	0.393	1.22034015145882e-115
Guk1	2.66322257800526e-119	0.122285733545019	0.207	0.095	5.13575841942534e-115
Rack1	3.28944505849003e-119	0.165230990541239	0.851	0.836	6.34336585079218e-115
Siglech	9.02307126336889e-119	-0.162917325102751	0.68	0.823	1.74000906242806e-114
Itgb5	2.06211676936361e-117	-0.168980770193184	0.813	0.908	3.97658597804079e-113
Bmyc	4.54409582955293e-116	-0.1511156502287	0.228	0.382	8.76283439770986e-112
Rpl23a	1.06683750829443e-115	0.152866626649046	0.727	0.704	2.05728945099498e-111
Adgre1	1.75048390522616e-115	-0.158611462237071	0.287	0.449	3.37563316283812e-111
Ckb	4.66409664181358e-115	-0.140089963890952	0.67	0.815	8.99424396407331e-111
Rplp2	5.45566456337013e-115	0.164825131520356	0.871	0.859	1.0520703544003e-110
Tanc2	2.76908651993274e-114	-0.158304564966094	0.328	0.493	5.3399064450383e-110
S100a8	4.53709984102935e-114	-0.478312299491299	0.06	0.167	8.74934333344099e-110
Lhfpl2	3.40868723856501e-113	-0.165123602187527	0.166	0.308	6.57331247084877e-109
Oasl2	6.58863338073764e-112	0.0616343876009384	0.059	0.006	1.27055206114145e-107
Rps21	8.63202267412257e-112	0.180326774239449	0.955	0.948	1.6645992524778e-107
Cmtm7	3.81311866288564e-111	-0.148848875507633	0.389	0.554	7.35321802950866e-107
Ifnar2	1.25792955552417e-110	-0.147711762923985	0.271	0.428	2.42579135487281e-106
Rps11	1.64469089903562e-110	0.178496281477782	0.967	0.96	3.1716219297003e-106
Frmd4a	3.09177778790429e-110	-0.148878068752319	0.426	0.591	5.96218428619463e-106
Thrsp	3.2735698613668e-109	-0.125311733312422	0.102	0.224	6.31275212065974e-105
Camk1	6.00960169831771e-109	-0.166651152881758	0.471	0.628	1.15889159150359e-104
Rpl7	2.00115371152362e-108	0.158436126193183	0.878	0.864	3.85902481730215e-104
Gde1	6.01573775095403e-108	-0.141154196652108	0.251	0.406	1.16007486789398e-103
Cyp4f18	2.03522529413971e-107	0.062406874235649	0.071	0.012	3.92472845721902e-103
Epsti1	3.18581679104486e-107	0.0821386358245298	0.11	0.032	6.14352909985091e-103
Mcl1	3.58119512975336e-105	0.224167439742593	0.553	0.491	6.90597668821638e-101
Chd9	1.38033901090462e-104	-0.1344940071911	0.178	0.317	2.66184574862846e-100
Cd9	2.96154642876265e-104	0.201977973506395	0.856	0.863	5.71104613322589e-100
Scarb2	6.91827306515684e-104	-0.146486271239506	0.28	0.433	1.33411977788485e-99
Rpl22	6.94526703456456e-104	0.13905852056606	0.768	0.765	1.33932529494543e-99
Rps28	3.4036743228673e-102	0.139567150965279	0.846	0.855	6.5636455642173e-98
Ifitm3	3.8082376168536e-102	0.172790451532417	0.242	0.123	7.34380542034049e-98
Nav2	7.26711382468491e-101	-0.133438607432007	0.271	0.421	1.40139022995224e-96
Igf1	7.28239550190194e-101	0.0836556495277037	0.08	0.017	1.40433714858677e-96
Rpl7a	3.14599640394257e-100	0.13046442578812	0.678	0.664	6.06673946536286e-96
Cxcl10	8.28967974152391e-100	0.344432962160842	0.164	0.07	1.59858184135547e-95
Rpl4	6.25455101074811e-99	0.133904407776839	0.709	0.692	1.20612761691266e-94
Gcnt1	2.07499863736624e-98	-0.130201017683545	0.161	0.291	4.00142737229706e-94
Picalm	2.46542203854262e-98	-0.16216257506067	0.551	0.697	4.75431985912558e-94
Blnk	2.49470221844614e-98	-0.147080648483132	0.336	0.489	4.81078375805153e-94
Rplp1	2.25536404005965e-97	0.166733793976852	0.995	0.992	4.34924401485103e-93
Vsir	2.95292773586741e-97	-0.134967431127017	0.81	0.905	5.69442584584672e-93
Slc1a3	3.97007444504748e-97	-0.148074683194833	0.239	0.382	7.65589155982956e-93
Fxyd5	7.05588948410287e-97	0.110677107836229	0.185	0.082	1.3606577281144e-92
Ccr5	1.80412981939396e-96	-0.135032718209292	0.294	0.443	3.47908394371931e-92
Cmtm8	2.10348946241497e-96	-0.101298053829709	0.074	0.176	4.05636907932103e-92
Aig1	2.21902289596273e-96	-0.116092729584973	0.125	0.246	4.27916375257452e-92
Ctsc	3.15561753836518e-96	-0.0938481949601965	0.6	0.742	6.08529286098341e-92
Msh5	9.73933946838305e-96	-0.0594571595710854	0.011	0.071	1.87813422308299e-91
C1qa	1.12499733965627e-94	-0.1077563345688	1	1	2.16944486979314e-90
Slc29a3	7.47379757233101e-94	-0.136388465899691	0.338	0.488	1.44124712384831e-89
Clec4a2	1.01686271702927e-93	-0.120031469406174	0.138	0.259	1.96091806351925e-89
Rpl36a	1.96211408073632e-93	0.153966477424298	0.608	0.557	3.78374079329192e-89
Lrba	4.00660016130656e-93	0.0947174197810827	0.134	0.051	7.72632775106358e-89
Srgap2	4.51245846063989e-93	-0.142164165772229	0.488	0.638	8.70182489549796e-89
Mxra8	2.74578307788259e-92	-0.068246946153056	0.023	0.093	5.29496808738878e-88
Csf1	4.991231921484e-92	0.19670973743152	0.271	0.152	9.62509163738975e-88
Ophn1	1.23783880920655e-91	-0.139145689016868	0.308	0.454	2.38704835967391e-87
P4ha1	1.61503228195692e-91	-0.13521622153676	0.244	0.383	3.11442825252573e-87
Bsg	1.96329609794034e-91	-0.0732201577559923	0.659	0.792	3.78602019526815e-87
Cd180	3.21562687603436e-91	0.135362325743967	0.256	0.156	6.20101486774465e-87
Selplg	5.91222984930353e-91	-0.144058265336811	0.944	0.972	1.14011440413969e-86
Glul	1.74548255263664e-90	-0.146099516657994	0.659	0.791	3.36598855450449e-86
Ncf4	3.17370398301466e-90	-0.112863769730413	0.132	0.249	6.12017076084547e-86
Marcks	3.48955054730968e-90	-0.141501595451448	0.838	0.916	6.729249275432e-86
Rpl11	3.75783304718633e-90	0.129382554297845	0.853	0.857	7.24660524819412e-86
C5ar2	6.14742656679835e-90	0.0478944538057316	0.054	0.007	1.18546973914139e-85
Arhgap31	1.53614125716781e-89	0.100865479975782	0.161	0.071	2.96229480032241e-85
Twf2	2.3807462103514e-89	-0.131381152645643	0.267	0.407	4.59103099204164e-85
Gm42418	2.63304155199447e-89	0.206812878695397	0.831	0.811	5.07755732886614e-85
Uty	8.38089775838015e-89	-0.0468886348903524	0.005	0.052	1.61617232372603e-84
Pdia3	1.69846269612695e-88	-0.13512542796395	0.606	0.743	3.2753154632112e-84
Ppp1r15a	1.87314565865957e-88	0.226723308612466	0.611	0.513	3.61217408815912e-84
Eef1b2	1.92102813950807e-88	0.12104467620311	0.705	0.702	3.70451066422736e-84
Basp1	1.59991542307382e-87	-0.0982193918434893	0.712	0.834	3.08527690185555e-83
Stmn1	2.40010426418821e-87	0.0971820760089292	0.123	0.045	4.62836106306055e-83
Fgd2	2.91213800265905e-87	-0.132628860789982	0.314	0.457	5.61576692432772e-83
Olfr1033	3.66031197789687e-87	-0.0516158901527674	0.005	0.052	7.05854561817632e-83
Ltc4s	3.82895171239059e-86	0.182398683541009	0.594	0.513	7.38375048217401e-82
Bmp2k	5.04363982280027e-86	-0.132286906692814	0.288	0.428	9.72615503428804e-82
Cldn11	1.02431004575626e-85	0.0640302611667538	0.064	0.012	1.97527949223637e-81
Hddc3	5.96703405880931e-85	-0.0519894216258337	0.009	0.061	1.15068284790079e-80
H2-Oa	1.07663228228083e-84	0.0734583164686348	0.105	0.035	2.07617769315035e-80
Usp2	1.1303391416255e-84	-0.12790192292652	0.301	0.441	2.17974600071062e-80
Hspa1b	1.34832186323101e-84	-0.289593988149393	0.609	0.713	2.60010388105469e-80
Nfkbid	2.29557566026606e-84	0.119994764463239	0.154	0.072	4.42678810325706e-80
Zfhx3	3.19455692649731e-84	-0.136107605519124	0.443	0.586	6.16038357705741e-80
Fam102b	3.56656301603982e-84	0.143956583953782	0.3	0.199	6.87776012013119e-80
Fchsd2	4.7960800895136e-84	-0.123468234531567	0.198	0.325	9.24876084461803e-80
Rpl22l1	7.19498007556405e-84	0.145089367431027	0.452	0.373	1.38747995777177e-79
Eef2	1.69779021722509e-83	0.104921237164945	0.75	0.763	3.27401865489686e-79
Scg2	7.36232267452583e-83	0.0338445397786721	0.027	0	1.41975030455556e-78
Ddost	1.17245802627014e-82	-0.129558880396112	0.374	0.515	2.26096805785933e-78
Prkd3	3.86045189145956e-82	-0.0892637332192047	0.071	0.162	7.44449542749061e-78
Dock4	5.00090852630059e-82	-0.121284443936799	0.352	0.493	9.64375200211807e-78
Ly6a	1.27334971362076e-81	0.104252616189651	0.064	0.014	2.45552758774627e-77
Resp18	4.13338011720528e-81	0.0297798877723969	0.025	0	7.97081021801867e-77
Tmem181a	4.55948802051913e-81	-0.0764037748997917	0.045	0.124	8.79251669876909e-77
P2ry13	6.12589054650633e-81	-0.126994417405704	0.443	0.584	1.18131673298828e-76
Unc93b1	6.16617674194626e-81	-0.119599286359051	0.816	0.904	1.18908552291692e-76
Ncf1	1.35634496955651e-80	-0.135846108268062	0.399	0.538	2.61557563929277e-76
Tubb2b	2.35178744849788e-80	0.0647157373552047	0.085	0.024	4.53518691568331e-76
Ifi44	2.3704213700008e-80	-0.0525774947326698	0.004	0.046	4.57112056990955e-76
Ctsf	2.5228525879578e-80	-0.133113394221219	0.365	0.502	4.86506893061782e-76
Mobp	3.11934674203429e-80	0.0646434030020867	0.059	0.011	6.01534825733892e-76
Plod3	4.16905438405365e-80	-0.123563302312412	0.233	0.359	8.03960447420905e-76
Phf20	5.79378645614411e-80	-0.101332190930473	0.105	0.207	1.11727378020283e-75
Procr	8.94312901629774e-80	-0.0558996056636778	0.014	0.07	1.72459299950286e-75
Tnfrsf21	1.37915145195184e-79	-0.111914630878317	0.161	0.276	2.65955565994392e-75
Rnaset2b	5.17185028868036e-79	0.0683301132530731	0.104	0.037	9.9733960966912e-75
Capn3	8.21931671531282e-79	-0.104535018430878	0.146	0.258	1.58501303538092e-74
Timp2	3.43148214647158e-78	0.0753534621467283	0.645	0.694	6.61727017125579e-74
Mrc2	3.94781537070343e-78	0.0488305723961151	0.058	0.011	7.61296716086449e-74
Hebp1	4.79513381170779e-78	-0.110911039625579	0.155	0.264	9.2469360424973e-74
Bcl2a1a	5.33614035723336e-78	0.0578489933106048	0.069	0.016	1.02902130648888e-73
Hsp90b1	6.11614366910306e-78	-0.120352348259213	0.672	0.793	1.17943714514983e-73
Frmd4b	7.38231996413122e-78	-0.120293787584176	0.298	0.433	1.42360658188306e-73
Cdc42ep3	2.67470319869341e-77	0.0540641944704477	0.059	0.012	5.15789764836037e-73
Lpcat2	3.37145299403827e-77	-0.103331150907392	0.649	0.773	6.50150995370339e-73
Abhd17c	7.64047050033532e-77	0.0891778347139606	0.153	0.071	1.47338833128466e-72
Slfn2	1.04809211739063e-76	0.101615678551344	0.148	0.067	2.02114083917609e-72
Pou2f2	1.12761795844655e-76	-0.124877747993609	0.439	0.577	2.17449847106832e-72
Creg1	1.14721233282548e-76	-0.128227309353055	0.497	0.632	2.21228426262066e-72
Cryzl2	2.89698370854604e-76	0.034590679035897	0.037	0.003	5.58654338356019e-72
Rnf150	6.26326008470941e-76	0.0408821161720213	0.043	0.005	1.20780707473536e-71
Tfe3	6.32498579338293e-76	-0.109095372837702	0.174	0.29	1.21971026039596e-71
Syngr1	1.0317714175759e-75	0.138790174546902	0.529	0.479	1.98966800165337e-71
Col27a1	1.28846878016474e-75	-0.116185970074672	0.208	0.329	2.48468319566969e-71
Spp1	1.34493840172482e-75	0.418740935949802	0.172	0.107	2.59357921388615e-71
Rtp4	1.36234022017634e-75	0.0586179212689203	0.069	0.017	2.62713688058805e-71
Ccdc80	1.86246091951902e-75	-0.0518337940167956	0.01	0.06	3.59156963720048e-71
Rps3	2.05714448320713e-75	0.134142283370107	0.943	0.942	3.96699742141662e-71
Cd68	3.05860027660372e-75	0.116674091599108	0.716	0.716	5.89820477340261e-71
Dlk1	6.07388693853493e-75	0.0516922816322472	0.031	0.002	1.17128835722708e-70
Enpp2	8.72167940853491e-75	0.0266720827882598	0.276	0.165	1.68188865714187e-70
Rgs3	1.41142019672057e-74	0.133733594229161	0.17	0.095	2.72178270735596e-70
Tmem59	1.86809772518248e-74	-0.103721336819304	0.568	0.699	3.60243965324189e-70
Il6ra	2.19898255493945e-74	-0.118394301139538	0.385	0.52	4.24051795894523e-70
Alad	3.22908085502938e-74	-0.0698759821585873	0.039	0.11	6.22695952083867e-70
Atp1b3	6.35824364857735e-74	-0.119458856624411	0.264	0.39	1.22612370519166e-69
Wasf2	6.50618693426909e-74	-0.121983731325402	0.436	0.571	1.25465308840445e-69
Tmem173	1.41504838512738e-73	-0.122667586164159	0.301	0.43	2.72877930587964e-69
Bin1	2.72000396145233e-73	-0.0857360856619727	0.625	0.748	5.24525563926467e-69
