	p_val	avg_logFC	pct.1	pct.2	p_val_adj
mt-Atp6	9.81607103151002e-158	0.293433358318763	0.997	0.991	1.89293113771639e-153
Olfml3	1.38557585223791e-157	-0.199185789750417	0.843	0.935	2.67194447345558e-153
Rps2	2.57427973632701e-154	0.206805499556745	0.81	0.784	4.96424104353301e-150
Rnase4	2.30470543480462e-153	-0.20051170434353	0.693	0.844	4.44439396047723e-149
Ier3	2.49026429013201e-149	0.364006387647808	0.382	0.22	4.80222565709056e-145
Nfkbia	1.83946528940745e-148	0.358708554392232	0.587	0.453	3.54722486409333e-144
Ccr6	2.7672236000989e-147	-0.122336002215728	0.033	0.14	5.33631399043072e-143
Rpl3	4.98582866340938e-147	0.197937972349651	0.888	0.876	9.61467199451865e-143
Rps14	6.39202463867307e-147	0.217660651300648	0.97	0.958	1.23263803132171e-142
Hba-a2	1.74454297117654e-144	-0.0508872430252691	0.312	0.496	3.36417666561684e-140
Gm42031	4.44593718098271e-141	0.0677137987948257	0.06	0.003	8.57354525980706e-137
Tanc2	4.81651754286511e-138	-0.18209857193584	0.328	0.509	9.28817242966108e-134
Crlf2	2.26370962830091e-137	0.167257887655972	0.262	0.127	4.36533764721547e-133
Erp29	3.76784025601548e-135	-0.176004695094015	0.621	0.782	7.26590314970026e-131
P2ry12	7.39731599544093e-135	-0.247678327845708	0.817	0.889	1.42649841656083e-130
Jun	6.96161754835461e-134	0.287750831227111	0.919	0.83	1.3424783280247e-129
Nfkbiz	2.46257900992731e-133	0.23829970689846	0.332	0.186	4.74883736274383e-129
Cd300a	5.86752560179252e-132	-0.162267473579512	0.206	0.368	1.13149363704967e-127
Ifngr1	5.48793011115712e-131	-0.194012911776869	0.545	0.709	1.05829244263554e-126
Gm11361	6.71507371022828e-130	-0.0875055597938211	0.015	0.096	1.29493481428042e-125
Pnp	2.03056830397284e-128	-0.194262006694861	0.441	0.614	3.91574791738123e-124
Cadm1	1.85172081112431e-127	-0.184910341253377	0.269	0.435	3.57085841217212e-123
Laptm5	6.12533394229694e-126	-0.153252467572866	0.966	0.985	1.18120939743254e-121
Ctsc	8.80616399597401e-126	-0.160839709088285	0.6	0.763	1.69818066498363e-121
Itm2b	5.35051278217574e-124	-0.126004787618318	0.998	0.998	1.03179288491477e-119
Tsix	5.08409963901366e-123	0.0506296272514598	0.051	0.002	9.80417774387394e-119
Cx3cr1	6.01992122004221e-123	-0.157527981337485	0.96	0.984	1.16088160807294e-118
Qsox1	1.44908258841356e-122	-0.118851286189355	0.074	0.192	2.79441086349671e-118
Ccl4	2.47352876093703e-121	0.397872197350552	0.752	0.613	4.76995286259098e-117
Frmd4a	6.83398574438304e-121	-0.170161581796549	0.426	0.598	1.31786581094682e-116
Rpl32	2.81125091433969e-118	0.208630263130519	0.964	0.944	5.42121626321265e-114
Siglech	7.26947198949369e-117	-0.182556559563442	0.68	0.817	1.40184497845396e-112
Pdia6	1.25477153825166e-115	-0.170302355522028	0.439	0.606	2.41970143436449e-111
Tfe3	7.62503189019622e-115	-0.142792402889921	0.174	0.321	1.47041114970544e-110
Btg2	1.52349542079239e-113	0.303082589033016	0.725	0.635	2.93790856945604e-109
Pla2g15	2.9210108200618e-113	-0.159387782333211	0.347	0.512	5.63287726540718e-109
H2-Q7	1.26757319331258e-112	0.125571544493796	0.161	0.06	2.44438814598397e-108
Jund	2.700292893114e-112	0.259250881044714	0.874	0.81	5.20724481508103e-108
Klf4	4.30717837910174e-111	0.318060077312199	0.39	0.256	8.3059627862598e-107
Plp1	5.93933095092132e-111	0.146669674357991	0.288	0.156	1.14534058057567e-106
H2-Q6	9.29177607442042e-110	0.0906829361956412	0.114	0.033	1.79182609819123e-105
Rpl14	2.07551668428515e-109	0.165574272789373	0.861	0.845	4.00242637397548e-105
Hpgd	4.50575532290784e-109	-0.171802284941095	0.31	0.467	8.68889856469548e-105
Bcl2a1b	7.91273717837174e-109	0.198506818630342	0.333	0.23	1.52589223747721e-104
Rpl35a	3.36629259627777e-108	0.178857749791486	0.968	0.965	6.49155864266204e-104
Rpl36	5.46117331010794e-108	0.169178555652987	0.832	0.823	1.05313266112121e-103
Rpsa	1.27260440312988e-106	0.17993639507737	0.923	0.915	2.45409033099565e-102
Cyth4	1.96799458694475e-106	-0.154915635724472	0.569	0.723	3.79508076146425e-102
Rps19	2.1846949196793e-106	0.178041740021299	0.932	0.922	4.21296568310956e-102
Hba-a1	3.90561126977148e-105	0.00992401959566291	0.388	0.549	7.53158077262732e-101
Bin1	6.25797616679725e-104	-0.151767369302314	0.625	0.77	1.20678812400518e-99
Ccr5	7.11021975924691e-104	-0.155063884134388	0.294	0.45	1.37113477837317e-99
Rpl27a	8.52633270753767e-104	0.180040230397059	0.982	0.972	1.64421799932156e-99
Tmsb4x	5.38914401686621e-103	-0.110534470089296	1	1	1.03924253221248e-98
Marcks	1.79328139316351e-102	-0.16317473824814	0.838	0.913	3.45816383857652e-98
Procr	9.19753378672508e-102	-0.0672040943527003	0.014	0.081	1.77365241543206e-97
Slc2a5	9.59530734689273e-102	0.132117397246519	0.222	0.108	1.85035906877479e-97
Lst1	1.23278515150458e-100	-0.15212396942645	0.203	0.343	2.37730288616144e-96
Frmd4b	3.02252316679853e-100	-0.144257548318383	0.298	0.452	5.82863367485429e-96
Pdia3	4.16867980928252e-100	-0.164871711294794	0.606	0.747	8.03888214422041e-96
Phgdh	8.17980547338306e-100	0.131556260667262	0.258	0.14	1.57739368748719e-95
Rpl19	2.03701124961187e-99	0.173488845499431	0.954	0.948	3.92817249375153e-95
Rpl24	5.33654908992788e-99	0.143894968837459	0.787	0.784	1.02910012650169e-94
Rnf121	2.69461147757036e-98	-0.102748157041717	0.068	0.169	5.19628877334668e-94
Ier2	3.65863053877853e-98	0.288483135748939	0.442	0.303	7.05530313098052e-94
Rps25	3.72957929416123e-97	0.144120874199292	0.861	0.861	7.19212071086051e-93
Basp1	6.84959326259224e-97	-0.146702920520927	0.712	0.836	1.32087556475829e-92
Txnip	1.7485018344646e-96	0.215704374818886	0.565	0.565	3.37181093758153e-92
Hsp90b1	2.52722479610598e-96	-0.144906284904443	0.672	0.804	4.87350029681077e-92
Oaf	1.56938586643429e-95	-0.100848988067103	0.069	0.169	3.02640370483188e-91
Rpl30	4.55582619279188e-95	0.165976790003288	0.964	0.961	8.78545523017987e-91
Nnat	9.31210463238707e-95	0.168648094440297	0.177	0.077	1.79574625730952e-90
mt-Co3	5.30753964858931e-94	0.235664396971961	0.998	0.994	1.02350594583396e-89
Sgk1	9.17422898624596e-94	0.250648100953001	0.621	0.573	1.76915831770767e-89
Aif1	2.22986466119554e-93	-0.136474610903238	0.634	0.772	4.30007101264949e-89
Calr	3.98070289608815e-93	-0.170279228608142	0.822	0.902	7.67638746481639e-89
Srgn	6.4645108513993e-93	0.175990476751403	0.566	0.506	1.24661627258384e-88
Rpl18a	1.38483122162057e-92	0.172768069548855	0.978	0.97	2.67050852777311e-88
Tmem119	1.46163934141741e-92	-0.195555346274398	0.83	0.884	2.81862530598934e-88
Junb	2.04341832307604e-92	0.208391761539266	0.779	0.655	3.94052789421984e-88
B2m	3.52770887046859e-92	0.180805079062367	0.907	0.904	6.80283378581162e-88
Rapgef5	1.14212545700717e-91	-0.131696324097375	0.184	0.314	2.20247473129263e-87
Gm42418	1.47578320559183e-91	0.224152585254748	0.831	0.809	2.84590033366329e-87
Guk1	7.98722652304258e-91	0.109186849069355	0.207	0.108	1.54025676270353e-86
Tmbim6	2.17930053400508e-90	-0.127860157165734	0.677	0.806	4.2025631497754e-86
Meg3	5.1350010456656e-90	0.289654052542701	0.075	0.016	9.90233601646154e-86
Qpct	8.63307058155522e-88	-0.0710019195511899	0.022	0.09	1.66480133094711e-83
Fcgr1	2.875459577988e-87	-0.143252706644967	0.476	0.622	5.54503625019205e-83
Rpl23	4.97146036996582e-87	0.176251195762612	0.978	0.973	9.58696417744208e-83
Rpl38	6.84600642790364e-87	0.130681153473195	0.78	0.784	1.32018387955694e-82
Slamf8	1.11241050110013e-86	-0.107083885336429	0.08	0.178	2.1451724103215e-82
Rpl39	2.21672958021808e-86	0.172244989273073	0.964	0.951	4.27474132249254e-82
Rapsn	3.91361599600414e-86	-0.0924250620692022	0.06	0.149	7.54701708669439e-82
Rps10	4.47838525506648e-86	0.165081901223251	0.966	0.959	8.6361181258702e-82
P2ry6	9.96569005539628e-86	-0.136846190756512	0.422	0.568	1.92178367028262e-81
Arl6ip1	1.38589978887203e-85	-0.132851106684168	0.53	0.672	2.67256915286082e-81
Fth1	4.20526495788611e-85	0.196849771303331	0.999	0.997	8.10943294478757e-81
Fscn1	4.24021439019092e-85	-0.144223471924911	0.333	0.475	8.17682943004417e-81
Abi3	2.86970266744544e-84	-0.129883866465056	0.44	0.585	5.53393462390178e-80
Creg1	4.01560799579603e-84	-0.155644673158799	0.497	0.632	7.74369845909307e-80
Fam167b	4.12872720873439e-84	-0.093359498868989	0.068	0.16	7.96183754932339e-80
Arhgap5	1.16623062181159e-83	-0.142793874668205	0.49	0.632	2.24895913110147e-79
Camk1	3.0848851544645e-83	-0.142525454772935	0.471	0.612	5.94889253186933e-79
Fchsd2	3.34195055425712e-83	-0.133637602998251	0.198	0.324	6.44461744882944e-79
mt-Cytb	8.433224992956e-83	0.239211481494864	0.986	0.979	1.62626310764164e-78
Uty	7.84609613589299e-82	-0.044543771233494	0.005	0.049	1.5130411788456e-77
Gcn1l1	8.46887028902672e-82	-0.109835937290648	0.137	0.251	1.63313694653591e-77
Unc93b1	1.35537222773964e-81	-0.120967123913339	0.816	0.904	2.61369980397313e-77
Plau	2.37508879720215e-81	-0.123728979849209	0.071	0.162	4.58012123652462e-77
Pnrc1	3.5213171137998e-81	0.16864118656263	0.469	0.393	6.79050792225154e-77
Cd81	3.54713132449598e-81	-0.117039040297438	0.992	0.995	6.84028804615804e-77
Gm12166	4.32506469735954e-81	-0.0595907971459772	0.016	0.075	8.34045476238814e-77
Rtf2	8.6726744189691e-80	-0.111177880501304	0.161	0.277	1.672438534954e-75
Scg2	9.79927996572704e-80	0.033760607916969	0.027	0	1.8896931485908e-75
Klf2	5.08536833242662e-79	0.286675822825505	0.809	0.726	9.80662429225148e-75
Cmtm7	7.74060801388216e-79	-0.128384129799934	0.389	0.528	1.49269884939704e-74
Phf20	7.83862283008938e-79	-0.10125504658582	0.105	0.206	1.51160002655444e-74
Rps24	1.25933838423239e-78	0.164698155589962	0.987	0.984	2.42850814015373e-74
Adgrg1	4.01669623621007e-78	-0.139652294852064	0.333	0.468	7.7457970219075e-74
Rpl17	2.74266382754962e-77	0.144394357901166	0.901	0.9	5.28895292504669e-73
Tnfaip3	2.80895470355451e-77	0.133532721765065	0.22	0.123	5.41678825033451e-73
C1qa	3.61555767503407e-77	-0.0941620803285517	1	1	6.9722414205357e-73
Rps16	5.10421131125782e-77	0.157924377587207	0.961	0.952	9.84296109262957e-73
Ctsl	5.55364250519344e-77	0.174880361006552	0.926	0.928	1.0709644207015e-72
Cfh	5.77606041006677e-77	-0.119471642234553	0.423	0.562	1.11385548947728e-72
Rpl9	1.69559449884605e-76	0.102038351007107	0.808	0.828	3.26978443157473e-72
Fkbp5	2.04606377045329e-76	0.0997434442836175	0.19	0.103	3.94562937494212e-72
Rps26	2.54028808129887e-76	0.128672875057994	0.775	0.768	4.89869153597674e-72
Thrsp	2.89011379210087e-76	-0.107140696048439	0.102	0.201	5.57329543668732e-72
Slc29a3	9.06456603168739e-76	-0.12498334194298	0.338	0.473	1.7480109135506e-71
Csf1	2.36453270071052e-75	0.183557467460913	0.271	0.164	4.55976486005017e-71
Pcsk1n	2.36731746193541e-75	0.0699942829208099	0.054	0.01	4.56513499359624e-71
Gdi2	2.41004398949816e-75	-0.119944374568071	0.591	0.72	4.64752882934825e-71
Ophn1	4.74196288039873e-75	-0.124759871793476	0.308	0.441	9.14440121856091e-71
Tnf	7.75957237306984e-75	0.206418894974376	0.242	0.14	1.49635593642279e-70
Rps13	7.96362711469785e-75	0.13516043330362	0.927	0.929	1.53570585279833e-70
Dlk1	2.08633412797881e-74	0.0534091829836907	0.031	0.002	4.02328673239433e-70
Rps15a	2.91087838144646e-74	0.155340220371561	0.947	0.938	5.61333787078136e-70
Itgb5	4.00778175700994e-74	-0.134638806080527	0.813	0.891	7.72860634021796e-70
Gnas	4.55082632766684e-74	0.149013240413684	0.664	0.661	8.77581349027273e-70
Colec12	6.59720309863526e-74	-0.0596242213893881	0.025	0.085	1.27220464554082e-69
Fam105a	6.66219721904276e-74	-0.118970403383333	0.383	0.519	1.28473811172021e-69
Rps27a	7.58049038123998e-74	0.150702282114752	0.973	0.966	1.46182176511832e-69
Blnk	1.28648959167011e-73	-0.121016594099302	0.336	0.469	2.48086652857663e-69
Rps20	3.03314552775525e-73	0.153282219714251	0.943	0.931	5.84911783572322e-69
Selplg	3.46492968667225e-73	-0.141450152750227	0.944	0.964	6.68177040777877e-69
Resp18	5.76825704428197e-73	0.0295339760534644	0.025	0	1.11235068841933e-68
Tpp1	7.91045982178692e-73	-0.124018598379921	0.361	0.493	1.52545307203339e-68
Lamp1	9.17199468168673e-73	-0.134253700318939	0.85	0.914	1.76872745441647e-68
Ifi204	1.12339293363418e-72	0.0691221613370737	0.093	0.031	2.16635093322014e-68
Ccnl1	2.50718699239981e-72	0.166546010697685	0.492	0.412	4.8348593961438e-68
Cmtm8	3.85651445506913e-72	-0.0837693549136825	0.074	0.16	7.43690247515532e-68
Wnk1	1.44062076957071e-71	-0.135535074469441	0.527	0.655	2.77809309204015e-67
Dpp7	2.53416540175888e-71	-0.103570159837376	0.126	0.226	4.88688456075182e-67
Rps23	2.54890176380044e-71	0.14455222075744	0.946	0.94	4.91530216131276e-67
Angptl7	3.14661078428888e-71	-0.0473369119186307	0.012	0.06	6.06792423642267e-67
Irf8	6.81623235809446e-71	-0.114076755235779	0.663	0.781	1.31444224793494e-66
mt-Co1	7.62557264910307e-71	0.204354587115803	0.993	0.983	1.47051542965304e-66
Tsc22d3	8.99554174872533e-71	0.158653820804727	0.346	0.254	1.73470027082419e-66
Rplp2	1.56526437858853e-70	0.122786626113542	0.871	0.873	3.01845582767012e-66
Gaa	4.57096989802244e-70	-0.11105985447141	0.192	0.305	8.81465835134647e-66
Ifi27l2a	5.48960850024261e-70	0.195588210492158	0.3	0.194	1.05861610318678e-65
Rpl22l1	1.35702347905857e-69	0.136335866674976	0.452	0.375	2.61688407701655e-65
Srgap2	1.70323275635456e-69	-0.12352797819434	0.488	0.619	3.28451404735413e-65
Lgmn	1.98469217360428e-69	-0.0948000888429061	0.995	0.997	3.8272803875785e-65
Lhfpl2	1.16854520946982e-68	-0.123261762887585	0.166	0.275	2.2534225819416e-64
Cirbp	1.27147367017977e-68	0.0975696612981879	0.214	0.131	2.45190982557467e-64
Plek	1.52700985411122e-68	0.144759379357712	0.437	0.383	2.94468580266807e-64
Rpl37	3.29448428378697e-68	0.137178564375487	0.936	0.935	6.3530834928548e-64
Lyn	3.77776655048941e-68	-0.123192645244707	0.414	0.543	7.28504501596377e-64
Sqstm1	1.44491405997603e-67	0.146288701026644	0.351	0.278	2.78637227325777e-63
Tpt1	1.67845295198481e-67	0.13771475529053	0.997	0.996	3.23672867260751e-63
Rpl18	1.68680272110306e-67	0.126976356980653	0.907	0.903	3.25283036737515e-63
Tshb	2.94065053113998e-67	0.0230585289558949	0.021	0	5.67075048425034e-63
Rpl26	8.10994906101369e-67	0.142320494365604	0.946	0.943	1.56392257692588e-62
mt-Co2	1.59010185559776e-66	0.193423756229077	0.994	0.988	3.06635241833471e-62
Gpx3	2.57258668080156e-66	0.0353197660892346	0.031	0.002	4.96097615525773e-62
Lpcat2	2.67000429793018e-66	-0.112172382150616	0.649	0.765	5.14883628812856e-62
S100a9	8.74631299782142e-66	-0.399249021151754	0.089	0.176	1.68663899849988e-61
Ifnar2	1.04755110929381e-65	-0.111862411067317	0.271	0.392	2.02009755916219e-61
Cdc42	1.13688454162714e-65	-0.107941266564649	0.612	0.732	2.19236815007378e-61
Ifi202b	1.48401228063015e-65	-0.0427476675137528	0.005	0.042	2.86176928196718e-61
Ppib	1.91466448552679e-65	-0.110036681050274	0.588	0.709	3.69223899388987e-61
Enpp2	4.26417729363216e-65	0.151412720015719	0.276	0.174	8.22303949304027e-61
Rps7	9.37803802012549e-65	0.10700338215678	0.751	0.757	1.808460851801e-60
P4ha1	1.40437437644636e-64	-0.112123014609706	0.244	0.36	2.70819554753917e-60
Fau	1.95613211790621e-63	0.151741272652163	0.995	0.993	3.77220517617034e-59
Nfkbid	3.17202245942597e-63	0.106816528424834	0.154	0.079	6.11692811075704e-59
Ccl2	4.57003515958146e-63	0.224911266503623	0.143	0.071	8.8128558017369e-59
Bmyc	1.02554867140209e-62	-0.107220835998937	0.228	0.34	1.97766805793179e-58
Rps6	3.10231703338003e-62	0.096909963333691	0.804	0.822	5.98250816717004e-58
Cd83	3.62141864136024e-62	0.223055940516257	0.506	0.444	6.98354370799908e-58
Scg5	7.96635690091208e-62	0.0412118091549442	0.039	0.006	1.53623226477189e-57
Socs3	1.2216157398831e-61	0.17119798932147	0.36	0.25	2.35576379279056e-57
Pim1	1.30924526381283e-61	0.12845839960187	0.185	0.102	2.52474856673666e-57
Twf2	1.54250516610336e-61	-0.10555622382457	0.267	0.383	2.97456696231371e-57
Bsg	1.55917676825851e-61	-0.0730872162261577	0.659	0.769	3.00671647990971e-57
Trpc4ap	2.01599007759068e-61	-0.102403710805443	0.207	0.315	3.88763526562586e-57
Ddx3x	1.31712175782987e-60	0.161299071299976	0.395	0.318	2.53993759779912e-56
Camk2n1	2.06796161571425e-60	0.0784641565944594	0.135	0.066	3.98785717974337e-56
Mt1	1.55770437515772e-59	0.223479969691614	0.623	0.574	3.00387711705415e-55
Rab3il1	2.62950405100525e-59	-0.109970485489979	0.286	0.4	5.07073561195853e-55
Nrip1	3.22917135810309e-59	-0.109036273589485	0.398	0.519	6.22713404696599e-55
Ddost	4.09619414141473e-59	-0.110346545136132	0.374	0.494	7.89910078230417e-55
Cebpb	5.62618827803966e-59	0.186560324838326	0.587	0.542	1.08495414753717e-54
Abhd12	7.61476000142084e-59	-0.110588368219167	0.761	0.851	1.46843031867399e-54
Scamp2	9.70034529471418e-59	-0.106860443905746	0.532	0.651	1.87061458663268e-54
Rpl15	1.38651473651221e-58	0.0899935017119833	0.831	0.851	2.67375501789014e-54
Phip	1.49977678001099e-58	-0.105460967051755	0.241	0.351	2.8921695425732e-54
Dock4	5.07036746946639e-58	-0.105493787718645	0.352	0.471	9.77769662811899e-54
Itga6	5.75169161912589e-58	-0.0948439590747673	0.32	0.436	1.10915621183224e-53
Chd9	7.13009886715729e-58	-0.0968511837841249	0.178	0.279	1.37496826554261e-53
Ptgds	1.39007734305573e-57	0.154551752057603	0.243	0.155	2.68062514834867e-53
Zc3h12a	1.85100452137585e-57	0.0873287733339285	0.137	0.07	3.56947711902119e-53
Dock10	2.2258385045174e-57	-0.106284315006791	0.29	0.404	4.29230697211135e-53
Canx	2.37640145354977e-57	-0.109202637309972	0.394	0.513	4.58265256302537e-53
mt-Nd3	5.80888868933013e-57	0.12312247561217	0.744	0.754	1.12018609485042e-52
Mxra8	1.36845909591315e-56	-0.0495902804916256	0.023	0.074	2.63893652055892e-52
Pou2f2	1.96197859692265e-56	-0.117562064967259	0.439	0.557	3.78347952630564e-52
Rpn1	2.45145147550885e-56	-0.0919452968958321	0.183	0.284	4.72737902537127e-52
Rps12	2.5687925255997e-56	0.1335989652186	0.936	0.928	4.95365950636645e-52
Rnf111	2.97690092467822e-56	-0.0759474636026804	0.103	0.186	5.74065574314948e-52
Ckb	3.73772239012582e-56	-0.106793530414024	0.67	0.774	7.20782385711863e-52
Glmp	7.2321701303095e-56	-0.108640632721513	0.329	0.442	1.39465168792888e-51
Tnfaip8l2	9.37226213944978e-56	-0.109194665782104	0.307	0.419	1.8073470309715e-51
Tc2n	1.95053049522587e-55	0.0681194379127674	0.059	0.017	3.76140300699356e-51
Rps5	2.0635888600581e-55	0.127364553596365	0.92	0.91	3.97942475773604e-51
Cxcl2	2.50253628455714e-55	0.277274193146292	0.172	0.096	4.82589097114e-51
Ighm	2.5571620353122e-55	-0.107538234437223	0.343	0.458	4.93123126889605e-51
Klk6	7.13378104731839e-55	0.0372033201750099	0.035	0.005	1.37567833716488e-50
Nr4a1	1.33191061032453e-54	0.15679514840923	0.272	0.183	2.56845642094982e-50
P2ry13	1.70174125668272e-54	-0.112199429508264	0.443	0.559	3.28163783938695e-50
Cldn11	1.25828326596431e-53	0.051962923524533	0.064	0.02	2.42647345008558e-49
Tmem59	1.97886089173931e-53	-0.0868234221403152	0.568	0.68	3.81603534363009e-49
Lman1	3.89567105178926e-53	-0.0883476404612751	0.16	0.253	7.51241205627041e-49
Sdf2l1	4.11385015529747e-53	-0.113658879627067	0.304	0.413	7.93314863947564e-49
Adora3	4.28568202180573e-53	-0.0969499029765756	0.164	0.258	8.26450921085016e-49
Ltc4s	4.51400001808782e-53	0.145254759645289	0.594	0.529	8.70479763488056e-49
Atp1b3	5.17998257121217e-53	-0.102073683699537	0.264	0.37	9.98907839032555e-49
Plod3	7.86911427110202e-53	-0.0968109301414442	0.233	0.336	1.51747999603931e-48
Ucp2	1.29979457419871e-52	0.0805624583016181	0.632	0.646	2.50652385688479e-48
Fam49b	1.39869602525358e-52	-0.106904144121928	0.485	0.598	2.697245415099e-48
Pid1	1.50042887824684e-52	-0.0964975332354356	0.24	0.344	2.8934270488112e-48
Tlr2	1.57540784802467e-52	0.135969392829081	0.332	0.29	3.03801649413078e-48
Psap	2.18920520042835e-52	-0.098975483144468	0.987	0.994	4.22166330850603e-48
Cxcl10	2.24034122136764e-52	0.217024344741231	0.164	0.09	4.32027401128537e-48
Tgs1	3.28048650023872e-52	-0.0905344618957321	0.169	0.263	6.32609016706035e-48
Arhgap45	7.05643336547845e-52	-0.0924897510605716	0.387	0.5	1.36076261019886e-47
Rpl11	8.0096626030526e-52	0.094456737581694	0.853	0.861	1.54458333637266e-47
Ifrd1	1.15762425583868e-51	0.154552481471552	0.324	0.235	2.23236261495932e-47
Sirpa	1.61706827285339e-51	-0.0825209337556443	0.637	0.741	3.11835445737049e-47
Rpl36a	1.65651225861447e-51	0.109753435902433	0.608	0.581	3.19441823951214e-47
Zfp36l2	2.10538178957022e-51	0.0979940495117289	0.462	0.463	4.0600182430072e-47
Rgs2	2.16313448377182e-51	0.154253914925742	0.625	0.636	4.17138853850558e-47
Cttnbp2nl	2.79099146831409e-51	-0.0975010395801917	0.248	0.351	5.38214794749689e-47
Serpina3n	2.9848992502745e-51	0.02575652632126	0.023	0.001	5.75607971422934e-47
Mobp	3.26163826483394e-51	0.054027032814265	0.059	0.017	6.28974322990577e-47
Zfhx3	1.11784684004529e-50	-0.0966576719140995	0.443	0.555	2.15565584634335e-46
Kdm6b	1.15765930178519e-50	0.0999341674343557	0.194	0.119	2.23243019756256e-46
